0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
[0.654],[0.534],[0.524],[0.532],[0.476],[0.578],[0.608],[0.614],[0.654],[0.646],[0.456],[0.672],[0.67],[0.612],[0.608],[0.624],[0.648],[0.7],[0.708],[0.7],[0.716],[0.692],[0.698],[0.688],[0.674],[0.666]
[0.686],[0.698],[0.664],[0.668],[0.664],[0.662],[0.77],[0.732],[0.742],[0.782],[0.74],[0.764],[0.704],[0.746],[0.734],[0.766],[0.758],[0.75],[0.742],[0.722],[0.718],[0.716],[0.72],[0.722],[0.738],[0.746]
