0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
[0.704],[0.6348],[0.6384],[0.6372],[0.6312],[0.6224],[0.6224],[0.6],[0.6024],[0.6124],[0.616],[0.592],[0.5544],[0.5456],[0.5312],[0.4484],[0.5096],[0.4464],[0.4632],[0.446],[0.4212]
[0.8896],[0.7824],[0.734],[0.7284],[0.7024],[0.7152],[0.7192],[0.7128],[0.716],[0.7188],[0.6932],[0.6868],[0.7032],[0.582],[0.5812],[0.5808],[0.5308],[0.5108],[0.4344],[0.4976],[0.4744]
[0.9136],[0.804],[0.7788],[0.75],[0.7492],[0.7356],[0.7328],[0.7324],[0.7316],[0.726],[0.712],[0.6932],[0.6032],[0.5984],[0.566],[0.5508],[0.4916],[0.54],[0.5412],[0.4864],[0.5256]
