0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
[0.20484210526315788],[0.22631578947368422],[0.25926315789473686],[0.2865263157894737],[0.29905263157894735],[0.3214736842105263],[0.3410526315789474],[0.3665263157894737],[0.3837894736842105],[0.4048421052631579],[0.4356842105263158],[0.42926315789473685],[0.37873684210526315],[0.356],[0.33210526315789474],[0.3123157894736842],[0.304],[0.28410526315789475],[0.2752631578947368],[0.2508421052631579],[0.23989473684210527]
[0.21105263157894738],[0.22126315789473683],[0.258],[0.2808421052631579],[0.3208421052631579],[0.33473684210526317],[0.3631578947368421],[0.4109473684210526],[0.42926315789473685],[0.46473684210526317],[0.4876842105263158],[0.47042105263157896],[0.42073684210526313],[0.37315789473684213],[0.3616842105263158],[0.33621052631578946],[0.30547368421052634],[0.2890526315789474],[0.26810526315789474],[0.2518947368421053],[0.22378947368421054]
[0.19073684210526315],[0.22589473684210526],[0.24157894736842106],[0.26894736842105266],[0.31073684210526314],[0.32589473684210524],[0.36757894736842106],[0.38652631578947366],[0.4188421052631579],[0.4268421052631579],[0.45810526315789474],[0.444],[0.40021052631578946],[0.3688421052631579],[0.3571578947368421],[0.31305263157894736],[0.2922105263157895],[0.2869473684210526],[0.27094736842105266],[0.24905263157894736],[0.24778947368421053]
