0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
[0.20774736842105263],[0.2442315789473684],[0.28189473684210525],[0.3139157894736842],[0.3359157894736842],[0.36606315789473687],[0.3856],[0.41185263157894736],[0.4437052631578947],[0.47014736842105265],[0.5025052631578948],[0.49128421052631577],[0.4358526315789474],[0.4004],[0.37136842105263157],[0.3404],[0.34023157894736844],[0.3100842105263158],[0.31229473684210524],[0.27823157894736844],[0.26305263157894737]
[0.20766315789473686],[0.23595789473684212],[0.2766736842105263],[0.30934736842105265],[0.3493894736842105],[0.3738315789473684],[0.4016842105263158],[0.4478105263157895],[0.46957894736842104],[0.4999368421052632],[0.5312210526315789],[0.5187157894736842],[0.4553052631578947],[0.41374736842105264],[0.3984],[0.36338947368421054],[0.3330105263157895],[0.3239578947368421],[0.29322105263157894],[0.27976842105263156],[0.2514105263157895]
[0.19147368421052632],[0.2365263157894737],[0.26221052631578945],[0.29936842105263156],[0.3490526315789474],[0.3736421052631579],[0.41023157894736845],[0.4365894736842105],[0.47557894736842105],[0.49292631578947366],[0.5217684210526315],[0.5070315789473684],[0.45052631578947366],[0.41618947368421055],[0.3996],[0.3516],[0.3290526315789474],[0.32442105263157894],[0.2991157894736842],[0.2791368421052632],[0.2670947368421053]
