0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
[0.61],[0.576],[0.606],[0.59],[0.574],[0.572],[0.558],[0.56],[0.544],[0.54],[0.618],[0.586],[0.498],[0.512],[0.5],[0.428],[0.476],[0.404],[0.44],[0.452],[0.402]
[0.772],[0.694],[0.656],[0.652],[0.626],[0.664],[0.694],[0.696],[0.664],[0.706],[0.68],[0.682],[0.688],[0.556],[0.552],[0.532],[0.48],[0.454],[0.384],[0.454],[0.428]
[0.752],[0.704],[0.73],[0.722],[0.706],[0.696],[0.68],[0.692],[0.668],[0.676],[0.656],[0.652],[0.558],[0.546],[0.51],[0.526],[0.48],[0.528],[0.502],[0.472],[0.49]
