0,1,2,3,4,5,6,7,8,9,10
[0.18806315789473685],[0.24292631578947368],[0.27056842105263157],[0.31330526315789475],[0.3036842105263158],[0.3414736842105263],[0.2286736842105263],[0.21886315789473684],[0.21913684210526316],[0.21930526315789473],[0.20656842105263157]
[0.18294736842105264],[0.22446315789473684],[0.2278315789473684],[0.28210526315789475],[0.28618947368421055],[0.2848421052631579],[0.2104842105263158],[0.20496842105263158],[0.1929263157894737],[0.19229473684210527],[0.19357894736842104]
[0.21185263157894738],[0.23926315789473684],[0.26690526315789476],[0.2786315789473684],[0.33025263157894735],[0.34414736842105265],[0.2172842105263158],[0.21452631578947368],[0.21656842105263158],[0.21642105263157896],[0.21677894736842104]
