0,1,2,3,4,5,6,7,8,9,10
[0.652],[0.588],[0.584],[0.668],[0.63],[0.518],[0.416],[0.344],[0.362],[0.37],[0.29]
[0.646],[0.576],[0.562],[0.628],[0.552],[0.472],[0.236],[0.24],[0.23],[0.208],[0.2]
[0.536],[0.578],[0.494],[0.53],[0.554],[0.516],[0.232],[0.188],[0.228],[0.228],[0.222]
