0,1,2,3,4,5,6,7,8,9,10
[0.18842105263157893],[0.24305263157894738],[0.27073684210526316],[0.3096842105263158],[0.2971578947368421],[0.3313684210526316],[0.23157894736842105],[0.22273684210526315],[0.22242105263157894],[0.22305263157894736],[0.20705263157894738]
[0.18621052631578947],[0.22273684210526315],[0.22052631578947368],[0.27221052631578946],[0.2796842105263158],[0.2765263157894737],[0.20778947368421052],[0.20768421052631578],[0.19157894736842104],[0.18831578947368421],[0.18663157894736843]
[0.21810526315789475],[0.24210526315789474],[0.2673684210526316],[0.2708421052631579],[0.31726315789473686],[0.33031578947368423],[0.20926315789473685],[0.20821052631578948],[0.2148421052631579],[0.21410526315789474],[0.21463157894736842]
